"subject","condition","phase","trial","selected_difficulty_1","selected_difficulty_2","selected_difficulty_3","selected_difficulty_4","rt_1","rt_2","rt_3","rt_4","avgD","minD","maxD"
27291,"fixed","deadline",5,4,3,2,1,610.58,694.275,815.865,580.96,6,6,6
27291,"fixed","deadline",6,4,3,2,NA,515.82,828.13,716.615,NA,6,6,6
27291,"fixed","deadline",7,4,NA,NA,NA,558.805,NA,NA,NA,4.5,3,6
27291,"fixed","deadline",8,4,3,2,NA,462.295,769.53,920.885,NA,6,6,6
27291,"fixed","deadline",9,4,3,2,1,481.735,824.715,595.905,687.175,6,6,6
27291,"fixed","deadline",10,4,3,NA,NA,566.225,759.535,NA,NA,5.5,5,6
27291,"fixed","deadline",11,4,3,NA,NA,506.425,768.72,NA,NA,5.5,5,6
27291,"fixed","deadline",12,4,3,NA,NA,863.705,1401.445,NA,NA,5.5,5,6
27291,"fixed","deadline",13,4,3,2,NA,495.33,990.595,808.64,NA,6,6,6
27291,"fixed","deadline",14,4,3,2,NA,510.41,778.67,894.965,NA,6,6,6
27291,"fixed","deadline",15,4,3,NA,NA,509.725,738.39,NA,NA,5.5,5,6
27291,"fixed","deadline",16,1,2,3,4,666.655,735.385,691.255,819.41,0,0,0
27291,"fixed","deadline",17,1,2,3,4,528.385,709.13,709.18,781.63,0,0,0
27291,"fixed","deadline",18,1,2,3,4,1107.245,724.71,771.64,753.455,0,0,0
27291,"fixed","deadline",19,1,2,3,4,452.195,1464.53,610.31,687.99,0,0,0
27291,"fixed","deadline",20,1,2,3,4,1199.42,673.68,659.805,809.85,0,0,0
27291,"fixed","deadline",21,1,2,3,4,788.055,668.235,618.13,604.385,0,0,0
27291,"fixed","deadline",22,1,2,3,4,412.055,652.29,815.535,755.22,0,0,0
27291,"fixed","deadline",23,1,2,3,4,416.02,651.475,597.04,633.165,0,0,0
27291,"fixed","deadline",24,1,2,3,4,630.65,768.3,781.41,734.66,0,0,0
27291,"fixed","deadline",25,1,2,3,4,598.425,676.415,624.815,891.065,0,0,0
27291,"fixed","deadline",26,1,2,3,4,1038.23,715.16,780.915,742.485,0,0,0
27291,"fixed","deadline",27,1,2,3,4,596.635,601.92,606.66,646.3,0,0,0
27291,"fixed","deadline",28,1,2,3,NA,844.47,630.96,608.04,NA,0,0,0
27291,"fixed","deadline",29,1,2,3,4,897.54,865.105,618.03,738.38,0,0,0
27320,"fixed","untimed",0,4,1,3,NA,6244.13,3684.865,3708.155,NA,4,4,4
27320,"fixed","untimed",1,2,4,3,1,1908.915,2227.435,2038.735,3790.445,4,4,4
27320,"fixed","untimed",2,1,2,4,3,1554.03,2761.995,1189.715,1951.645,1,1,1
27320,"fixed","untimed",3,1,2,4,3,1234.54,3316.7,5360.655,4639.745,1,1,1
27320,"fixed","untimed",4,1,2,4,3,1297.19,2042.36,2893.845,1020.7,1,1,1
27320,"fixed","untimed",5,1,2,4,3,1682.385,3491.75,4635.565,1874.745,1,1,1
27320,"fixed","untimed",6,1,2,4,3,1013.605,1156.07,1509.67,1489.305,1,1,1
27320,"fixed","untimed",7,1,2,4,3,983.265,1143.49,1193.245,1392.9,1,1,1
27320,"fixed","untimed",8,1,2,4,3,1064.405,1024.58,4129.805,657.94,1,1,1
27320,"fixed","untimed",9,1,2,4,3,890.1,6609.685,1523.615,2181.32,1,1,1
27320,"fixed","deadline",0,1,2,4,3,1216.4,847.39,846.37,1035.55,1,1,1
27320,"fixed","deadline",1,1,2,4,3,860.69,965.97,1020.795,1109.65,1,1,1
27320,"fixed","deadline",2,1,2,4,3,732.695,1076.89,926.35,1227.82,1,1,1
27320,"fixed","deadline",3,1,2,4,NA,851.345,866.555,1763.035,NA,1,1,1
27320,"fixed","deadline",4,1,2,4,NA,1044.65,1071.84,1258.28,NA,1,1,1
27320,"fixed","deadline",5,1,2,4,NA,893.43,1229.19,1684.285,NA,1,1,1
27320,"fixed","deadline",6,1,2,4,NA,807.89,809.3,980.885,NA,1,1,1
27320,"fixed","deadline",7,1,2,4,NA,915.6,966.785,1024.69,NA,1,1,1
27320,"fixed","deadline",8,1,2,4,3,831.68,778.535,934.27,1040.255,1,1,1
27320,"fixed","deadline",9,1,2,4,3,825.45,741.655,926.62,1022.735,1,1,1
27320,"fixed","deadline",10,1,2,4,3,723.99,715.265,847.175,945.65,1,1,1
27320,"fixed","deadline",11,1,2,4,3,626.355,713.275,928.22,996.295,1,1,1
27320,"fixed","deadline",12,1,2,4,NA,792.09,660.615,748.41,NA,1,1,1
27320,"fixed","deadline",13,1,2,4,NA,847.07,856.85,838.345,NA,1,1,1
27320,"fixed","deadline",14,1,2,4,NA,1057.48,923.67,878.285,NA,1,1,1
27320,"fixed","deadline",15,1,2,4,3,854.45,1330.955,1734.43,993.55,1,1,1
27320,"fixed","deadline",16,1,2,4,3,833.525,681.19,763.985,957.82,1,1,1
27320,"fixed","deadline",17,1,2,4,NA,696.27,774.44,1040.135,NA,1,1,1
27320,"fixed","deadline",18,1,2,4,NA,735.91,738.025,1217.5,NA,1,1,1
27320,"fixed","deadline",19,1,2,4,NA,935.98,777.175,986.275,NA,1,1,1
27320,"fixed","deadline",20,1,2,4,3,798.215,891.04,951.725,1058.325,1,1,1
27320,"fixed","deadline",21,1,2,4,3,725.88,1001.88,889.025,1002.62,1,1,1
27320,"fixed","deadline",22,1,2,4,3,749.63,1076.79,961.44,957.145,1,1,1
27320,"fixed","deadline",23,1,2,4,3,873.195,746.955,755.89,989.27,1,1,1
27320,"fixed","deadline",24,1,2,4,3,764.145,783.39,1013.93,857.385,1,1,1
27320,"fixed","deadline",25,1,2,4,NA,819.045,720.955,902.55,NA,1,1,1
27320,"fixed","deadline",26,1,2,4,3,853.57,720.405,919.55,940.265,1,1,1
27320,"fixed","deadline",27,1,2,4,NA,713.97,738.69,876.55,NA,1,1,1
27320,"fixed","deadline",28,1,2,4,NA,741.095,838.265,1170.775,NA,1,1,1
27320,"fixed","deadline",29,1,2,4,NA,724.865,730.49,880.76,NA,1,1,1
27347,"fixed","untimed",0,2,1,3,4,1162.42,1875.12,962.585,951.06,1,1,1
27347,"fixed","untimed",1,1,2,3,4,1000.775,553.14,801.295,600.945,0,0,0
27347,"fixed","untimed",2,4,3,1,2,1034.95,1069.75,779.335,718.245,5,5,5
27347,"fixed","untimed",3,2,1,3,4,758.475,618.55,709.07,827.565,1,1,1
27347,"fixed","untimed",4,2,1,3,4,702.955,539.47,706.62,574.98,1,1,1
27347,"fixed","untimed",5,4,3,1,2,616.05,512.61,461.81,441.555,5,5,5
27347,"fixed","untimed",6,2,1,3,4,573.445,516.425,770.68,703.505,1,1,1
27347,"fixed","untimed",7,4,3,1,2,583.81,810.155,504.635,689.795,5,5,5
27347,"fixed","untimed",8,2,1,3,4,706.915,420.325,709.12,704.795,1,1,1
27347,"fixed","untimed",9,2,1,3,4,611.045,523.895,479.335,719.795,1,1,1
27347,"fixed","deadline",0,2,1,3,4,1228.285,483.165,646.535,640.575,1,1,1
27347,"fixed","deadline",1,2,1,3,4,538.705,461.365,699.655,602.68,1,1,1
27347,"fixed","deadline",2,2,1,3,4,500.545,463.42,506.045,635.25,1,1,1
27347,"fixed","deadline",3,2,1,3,NA,830.985,412.075,543.565,NA,1,1,1
27347,"fixed","deadline",4,2,1,3,NA,433.64,457.87,597.955,NA,1,1,1
27347,"fixed","deadline",5,2,1,3,4,468.785,492.905,550.79,1000.04,1,1,1
27347,"fixed","deadline",6,4,3,1,2,888.88,650.965,571.65,500.22,5,5,5
27347,"fixed","deadline",7,2,1,3,4,634.975,365.235,486.595,728.16,1,1,1
27347,"fixed","deadline",8,2,1,3,4,315.38,450.63,446.58,636.375,1,1,1
27347,"fixed","deadline",9,2,1,3,4,375.77,320.38,449.805,610.98,1,1,1
27347,"fixed","deadline",10,2,1,3,4,577.58,391.745,461.305,656.13,1,1,1
27347,"fixed","deadline",11,2,1,3,4,381.52,388.615,543.03,656.605,1,1,1
27347,"fixed","deadline",12,2,1,3,4,516.185,338.865,418.745,720.615,1,1,1
27347,"fixed","deadline",13,2,1,3,4,354.52,373.545,458.99,596.215,1,1,1
27347,"fixed","deadline",14,2,1,3,4,378.23,481.025,490.5,512.235,1,1,1
27347,"fixed","deadline",15,2,1,3,4,352.135,441.01,471.655,574.935,1,1,1
27347,"fixed","deadline",16,2,1,NA,NA,361.23,3910.65,NA,NA,1.5,1,2
27347,"fixed","deadline",17,2,1,3,4,662.04,592.06,480.555,873.6,1,1,1
27347,"fixed","deadline",18,2,1,3,4,707.745,435.66,550.435,594.71,1,1,1
27347,"fixed","deadline",19,2,1,3,4,580.04,431.215,424.755,601.295,1,1,1
27347,"fixed","deadline",20,2,1,3,4,415.22,486.465,464.31,628.075,1,1,1
27347,"fixed","deadline",21,2,1,3,4,401.01,541.94,463.75,833.575,1,1,1
27347,"fixed","deadline",22,2,1,3,4,374.95,614.54,629.205,707.25,1,1,1
27347,"fixed","deadline",23,2,1,3,4,689.845,408.475,430.865,751.855,1,1,1
27347,"fixed","deadline",24,2,1,3,4,404.57,365.765,426.33,699.645,1,1,1
27347,"fixed","deadline",25,2,1,3,4,347.585,640.79,379.11,768.29,1,1,1
27347,"fixed","deadline",26,2,1,3,4,414.2,401.92,597.835,604.945,1,1,1
27347,"fixed","deadline",27,2,1,3,4,563.77,378.715,497.95,590.25,1,1,1
27347,"fixed","deadline",28,2,1,3,4,429.63,401.555,423.89,551.085,1,1,1
27347,"fixed","deadline",29,2,1,3,4,371.1,391.39,402.585,611.07,1,1,1
27366,"fixed","untimed",0,1,3,2,4,2654.5,1730.805,1566.805,1845.935,1,1,1
27366,"fixed","untimed",1,4,2,1,3,1151.625,2194.8,1295.595,2256.055,4,4,4
27366,"fixed","untimed",2,4,3,2,1,1040.235,1315.42,1107.225,936.1,6,6,6
27366,"fixed","untimed",3,2,1,3,4,1428.57,2664.315,985.715,884.285,1,1,1
27366,"fixed","untimed",4,2,3,1,4,1212.36,963.655,884.47,842.095,2,2,2
27366,"fixed","untimed",5,2,1,3,4,1218.12,897.275,949.325,1142.935,1,1,1
27366,"fixed","untimed",6,2,1,3,4,636.645,746.21,1068.725,1117.5,1,1,1
27366,"fixed","untimed",7,2,1,3,4,624.23,915.59,896.705,981.29,1,1,1
27366,"fixed","untimed",8,2,1,3,4,698.825,682.505,977.58,961.51,1,1,1
27366,"fixed","untimed",9,2,1,3,4,727.655,564.05,1079.575,932.785,1,1,1
27366,"fixed","deadline",0,2,1,3,NA,842.285,622.855,1015.66,NA,1,1,1
27366,"fixed","deadline",1,1,2,3,NA,749.14,960.675,1214.87,NA,0,0,0
27366,"fixed","deadline",2,2,1,3,4,661.655,707.89,963.66,769.01,1,1,1
27366,"fixed","deadline",3,2,1,3,4,708.375,1023.58,856.99,813.99,1,1,1
27366,"fixed","deadline",4,2,1,3,4,1322.245,777.4,844.5,776.105,1,1,1
27366,"fixed","deadline",5,2,1,3,4,472.935,857.21,740.915,855.06,1,1,1
27366,"fixed","deadline",6,2,1,3,NA,570.765,686.22,785.7,NA,1,1,1
27366,"fixed","deadline",7,2,1,3,4,552.815,876.305,1275.4,933.035,1,1,1
27366,"fixed","deadline",8,2,1,3,4,625.295,567.165,744.7,847.57,1,1,1
27366,"fixed","deadline",9,2,1,3,4,565.64,803.27,704.6,724.66,1,1,1
27366,"fixed","deadline",10,2,1,3,4,662.745,764.915,823.35,754.01,1,1,1
27366,"fixed","deadline",11,2,1,3,4,536.785,688.16,667.295,892.7,1,1,1
27366,"fixed","deadline",12,2,1,3,4,699.13,690.72,671.77,709.725,1,1,1
27366,"fixed","deadline",13,2,1,3,NA,903.14,474.92,906.965,NA,1,1,1
27366,"fixed","deadline",14,2,1,3,4,501.35,644.16,732.635,748.085,1,1,1
27366,"fixed","deadline",15,2,1,3,4,521.455,647.205,657.525,782.765,1,1,1
27366,"fixed","deadline",16,2,1,3,4,526.815,694.94,761.805,870.845,1,1,1
27366,"fixed","deadline",17,2,1,3,4,655.345,696.205,838.765,845.05,1,1,1
27366,"fixed","deadline",18,2,1,3,4,500.59,474.86,809.82,812.55,1,1,1
27366,"fixed","deadline",19,2,1,3,4,748.69,744.525,893.725,789.475,1,1,1
27366,"fixed","deadline",20,2,1,3,4,537.95,872.91,698.155,1618.35,1,1,1
27366,"fixed","deadline",21,1,2,3,4,591.84,678.835,809.885,694.29,0,0,0
27366,"fixed","deadline",22,2,1,3,4,890.365,598.585,715.405,1404.935,1,1,1
27366,"fixed","deadline",23,2,1,3,4,661.67,595.215,736.025,1576.29,1,1,1
27366,"fixed","deadline",24,2,1,3,4,627.5,742.035,788.945,1009.97,1,1,1
27366,"fixed","deadline",25,2,1,3,4,672.855,739.885,706.48,745.58,1,1,1
27366,"fixed","deadline",26,2,1,3,4,532.24,568.805,642.675,783.57,1,1,1
27366,"fixed","deadline",27,2,1,3,4,649.855,759.695,639.205,851.33,1,1,1
27366,"fixed","deadline",28,2,1,3,4,481.97,529.735,768.38,765.645,1,1,1
27366,"fixed","deadline",29,2,1,3,4,622.03,488.78,538.205,621.41,1,1,1
27372,"fixed","untimed",0,1,2,4,3,1229.87,1432.83,1316.29,1426.345,1,1,1
27372,"fixed","untimed",1,1,2,3,4,2139.565,1465.785,2336.245,2633.675,0,0,0
27372,"fixed","untimed",2,4,2,3,1,1440.65,1151.34,1197.965,1215.085,5,5,5
27372,"fixed","untimed",3,4,2,3,1,1072.895,1170.51,1352.42,1062.495,5,5,5
27372,"fixed","untimed",4,4,2,1,3,817.595,1890.85,1278.025,1249.605,4,4,4
27372,"fixed","untimed",5,4,3,2,1,1234.47,1543.775,1022.58,1101.325,6,6,6
27372,"fixed","untimed",6,4,2,1,3,1384.82,1314.14,1380.4,965.135,4,4,4
27372,"fixed","untimed",7,1,3,2,4,1985.725,1381.765,2030.045,3852.23,1,1,1
27372,"fixed","untimed",8,1,2,3,4,1794.655,1082.91,1274.535,1699.135,0,0,0
27372,"fixed","untimed",9,1,2,3,4,1307.105,1043.015,1361.4,3282.54,0,0,0
27372,"fixed","deadline",0,1,4,2,3,1090.85,912.78,900.65,905.89,2,2,2
27372,"fixed","deadline",1,4,1,3,2,655.67,960.695,783.2,967.025,4,4,4
27372,"fixed","deadline",2,4,1,3,2,1013.125,739.61,808.26,725.68,4,4,4
27372,"fixed","deadline",3,4,NA,NA,NA,756.385,NA,NA,NA,4.5,3,6
27372,"fixed","deadline",4,2,3,1,4,1613.89,1130.415,849.15,1031.055,2,2,2
27372,"fixed","deadline",5,4,1,3,NA,707.965,633.04,878.32,NA,4,4,4
27372,"fixed","deadline",6,1,3,2,4,1261.155,1048.035,907.655,1079.53,1,1,1
27372,"fixed","deadline",7,4,1,3,2,785.41,924.48,857.81,865.895,4,4,4
27372,"fixed","deadline",8,4,1,2,NA,670.395,1078.605,1199.6,NA,3,3,3
27372,"fixed","deadline",9,4,1,2,NA,873.415,1831.54,935.01,NA,3,3,3
27372,"fixed","deadline",10,1,2,4,NA,943.83,895.265,1833.725,NA,1,1,1
27372,"fixed","deadline",11,1,2,3,NA,798.625,946.04,1320.155,NA,0,0,0
27372,"fixed","deadline",12,1,2,3,NA,929.35,1071.54,1441.87,NA,0,0,0
27372,"fixed","deadline",13,1,2,3,NA,740.415,1560.09,1332.33,NA,0,0,0
27372,"fixed","deadline",14,1,2,4,NA,832.94,1001.73,1739.37,NA,1,1,1
27372,"fixed","deadline",15,1,2,3,NA,701.05,1058.605,1326.915,NA,0,0,0
27372,"fixed","deadline",16,1,2,3,NA,1375.125,926.04,1007.8,NA,0,0,0
27372,"fixed","deadline",17,1,2,3,4,1155.14,905.05,899.965,1049.895,0,0,0
27372,"fixed","deadline",18,1,2,3,4,1003.875,1253.35,1465.785,1241.11,0,0,0
27372,"fixed","deadline",19,1,2,3,4,1244.765,1142.875,1147.755,1187.72,0,0,0
27372,"fixed","deadline",20,1,2,3,4,1009.7,904.415,1303.115,1582.525,0,0,0
27372,"fixed","deadline",21,1,2,3,4,718.16,981.775,1412.11,1078.76,0,0,0
27372,"fixed","deadline",22,1,2,4,NA,685.94,838.15,1362.07,NA,1,1,1
27372,"fixed","deadline",23,1,2,4,NA,1047.69,882.785,1227.1,NA,1,1,1
27372,"fixed","deadline",24,1,2,4,NA,797.255,1235.315,1057.49,NA,1,1,1
27372,"fixed","deadline",25,1,2,3,4,533.195,1010.12,1875.255,977.43,0,0,0
27372,"fixed","deadline",26,1,2,4,3,679.9,1043.42,1860.205,1267.71,1,1,1
27372,"fixed","deadline",27,1,2,4,3,624.695,934.175,979.875,1214.815,1,1,1
27372,"fixed","deadline",28,1,2,4,3,801.1,1046.73,1209.835,1016.915,1,1,1
27372,"fixed","deadline",29,1,2,4,3,487.805,884.705,1188.15,1252.625,1,1,1
27390,"fixed","untimed",0,1,3,4,2,2295.87,2201.29,3247.755,1753.335,2,2,2
27390,"fixed","untimed",1,2,3,1,4,2440.21,2896.71,1530.795,2690.37,2,2,2
27390,"fixed","untimed",2,2,3,1,4,948.75,1451.755,1045.29,1475.835,2,2,2
27390,"fixed","untimed",3,2,3,4,1,735.46,1243.21,781.835,995.205,3,3,3
27390,"fixed","untimed",4,2,3,4,1,743.29,995.04,1173.335,953.46,3,3,3
27390,"fixed","untimed",5,4,2,3,1,818.96,1864.335,1904.665,1051.79,5,5,5
27390,"fixed","untimed",6,2,3,4,1,861.915,1028.13,861.62,1199.085,3,3,3
27390,"fixed","untimed",7,2,3,4,1,988.125,1307.085,1159.96,1214.5,3,3,3
27390,"fixed","untimed",8,2,3,4,1,1938.54,936.75,779.455,1193.21,3,3,3
27390,"fixed","untimed",9,2,4,3,1,626.25,849.42,1046.46,867.335,4,4,4
27390,"fixed","deadline",0,3,2,NA,NA,1082.835,1197.045,NA,NA,3.5,3,4
27390,"fixed","deadline",1,2,NA,NA,NA,2688.04,NA,NA,NA,2.5,1,4
27390,"fixed","deadline",2,3,2,1,NA,1063.665,1201.75,1426.375,NA,3,3,3
27390,"fixed","deadline",3,2,3,1,NA,840.375,667.71,933.5,NA,2,2,2
27390,"fixed","deadline",4,2,3,4,1,849.25,909.83,1077.915,774.29,3,3,3
27390,"fixed","deadline",5,2,3,4,NA,1019.96,1197.08,858.17,NA,3,3,3
27390,"fixed","deadline",6,2,1,3,4,1212.665,825.125,893.375,721.295,1,1,1
27390,"fixed","deadline",7,3,4,NA,NA,1146.625,986.875,NA,NA,4.5,4,5
27390,"fixed","deadline",8,2,3,4,NA,978.29,1106.835,1220.08,NA,3,3,3
27390,"fixed","deadline",9,2,1,3,NA,985.085,921.995,2285.79,NA,1,1,1
27390,"fixed","deadline",10,2,4,NA,NA,3833.705,1064.71,NA,NA,3.5,3,4
27390,"fixed","deadline",11,2,3,NA,NA,1055.92,1313.835,NA,NA,2.5,2,3
27390,"fixed","deadline",12,2,1,NA,NA,3653.915,985,NA,NA,1.5,1,2
27390,"fixed","deadline",13,2,1,3,4,1961.875,855.585,790.83,774.5,1,1,1
27390,"fixed","deadline",14,2,3,4,1,870,996.54,1212.375,1098.79,3,3,3
27390,"fixed","deadline",15,2,3,NA,NA,1181.33,1344.085,NA,NA,2.5,2,3
27390,"fixed","deadline",16,NA,NA,NA,NA,NA,NA,NA,NA,3,0,6
27390,"fixed","deadline",17,NA,NA,NA,NA,NA,NA,NA,NA,3,0,6
27390,"fixed","deadline",18,NA,NA,NA,NA,NA,NA,NA,NA,3,0,6
27390,"fixed","deadline",19,2,1,NA,NA,1626.83,1302.375,NA,NA,1.5,1,2
27390,"fixed","deadline",20,2,NA,NA,NA,723.21,NA,NA,NA,2.5,1,4
27390,"fixed","deadline",21,2,NA,NA,NA,903.415,NA,NA,NA,2.5,1,4
27390,"fixed","deadline",22,2,4,3,NA,1626.5,994.04,1014.21,NA,4,4,4
27390,"fixed","deadline",23,3,2,1,NA,1052.545,996.42,930.495,NA,3,3,3
27390,"fixed","deadline",24,2,1,3,4,754.545,915.67,938.585,896.96,1,1,1
27390,"fixed","deadline",25,2,3,1,NA,825.83,1013.58,1147.91,NA,2,2,2
27390,"fixed","deadline",26,1,2,3,NA,3120.79,899.755,1134.295,NA,0,0,0
27390,"fixed","deadline",27,2,4,NA,NA,835.04,774.46,NA,NA,3.5,3,4
27390,"fixed","deadline",28,3,4,1,NA,1247.545,755.085,1519.84,NA,4,4,4
27390,"fixed","deadline",29,2,3,4,NA,669.545,1136.75,1886.915,NA,3,3,3
27396,"fixed","untimed",0,2,1,4,3,4566.93,2002.345,1414.17,3388.495,2,2,2
27396,"fixed","untimed",1,2,1,4,3,1763.875,1442.74,962.445,1370.7,2,2,2
27396,"fixed","untimed",2,2,1,4,3,1172.335,994.77,842.095,974.455,2,2,2
27396,"fixed","untimed",3,2,1,4,3,1459.815,830.36,795.64,846.57,2,2,2
27396,"fixed","untimed",4,2,1,4,3,1215.295,809.34,686.535,987.64,2,2,2
27396,"fixed","untimed",5,2,1,4,3,837.505,707.39,690.34,680.61,2,2,2
27396,"fixed","untimed",6,2,1,4,3,856.02,798.54,746.325,957.95,2,2,2
27396,"fixed","untimed",7,2,1,4,3,988.51,662.23,769.63,828.705,2,2,2
27396,"fixed","untimed",8,2,1,4,3,850.77,880.905,800,728.575,2,2,2
27396,"fixed","untimed",9,2,1,4,3,1030.44,811.425,820.565,702.5,2,2,2
27396,"fixed","deadline",0,2,1,4,NA,1091.68,979.425,702.445,NA,2,2,2
27396,"fixed","deadline",1,2,1,4,3,753.66,728.75,575.175,735.715,2,2,2
27396,"fixed","deadline",2,2,1,4,3,577.465,661.735,677.99,664.34,2,2,2
27396,"fixed","deadline",3,2,1,4,3,581.71,743.975,650.37,662.04,2,2,2
27396,"fixed","deadline",4,2,1,4,NA,582.915,707.36,655.725,NA,2,2,2
27396,"fixed","deadline",5,2,1,4,3,700.665,617.37,675.48,901.635,2,2,2
27396,"fixed","deadline",6,2,1,4,3,533.21,620.975,642.175,647.345,2,2,2
27396,"fixed","deadline",7,2,1,4,3,671.65,657.37,645.34,686.485,2,2,2
27396,"fixed","deadline",8,2,1,4,3,844.22,679.815,631.265,920.345,2,2,2
27396,"fixed","deadline",9,2,1,4,3,411.295,629.08,629.775,800.935,2,2,2
27396,"fixed","deadline",10,2,1,4,NA,560.885,717.86,648.885,NA,2,2,2
27396,"fixed","deadline",11,2,1,4,3,999.845,625.975,626.77,761.335,2,2,2
27396,"fixed","deadline",12,2,1,4,3,733.88,575.98,587.725,943.985,2,2,2
27396,"fixed","deadline",13,2,1,4,3,526.83,601.885,544.055,780.04,2,2,2
27396,"fixed","deadline",14,2,1,4,3,787.485,801.65,860.165,837.775,2,2,2
27396,"fixed","deadline",15,2,1,4,NA,396.045,609.655,973.1,NA,2,2,2
27396,"fixed","deadline",16,2,1,4,3,516.105,644.83,638.615,865.675,2,2,2
27396,"fixed","deadline",17,2,1,4,3,520.22,648.115,678.375,740.555,2,2,2
27396,"fixed","deadline",18,2,1,4,3,926.945,627.505,712.48,691.11,2,2,2
27396,"fixed","deadline",19,2,1,4,3,508.735,635.58,1018.21,766.91,2,2,2
27396,"fixed","deadline",20,2,1,4,3,966.29,684.465,706.89,829.625,2,2,2
27396,"fixed","deadline",21,2,1,4,3,537.745,601.535,657.6,863,2,2,2
27396,"fixed","deadline",22,2,1,4,3,906.85,658.505,642.775,796.23,2,2,2
27396,"fixed","deadline",23,2,1,4,3,1181.545,611.045,904.835,763.66,2,2,2
27396,"fixed","deadline",24,2,1,4,3,765.77,763.175,616.27,706.695,2,2,2
27396,"fixed","deadline",25,2,1,4,3,618.155,594.385,693.96,787.315,2,2,2
27396,"fixed","deadline",26,2,1,4,3,444.65,588.08,731.945,848.825,2,2,2
27396,"fixed","deadline",27,2,1,4,3,862.675,605.57,629.93,752.28,2,2,2
27396,"fixed","deadline",28,2,1,4,3,482.3,584.73,625.845,707.53,2,2,2
27396,"fixed","deadline",29,2,1,4,NA,795.445,799.5,629.19,NA,2,2,2
27422,"fixed","untimed",0,4,3,2,NA,2969,1877,3168,NA,6,6,6
27422,"fixed","untimed",1,4,3,1,2,1348,3232,2258,2362,5,5,5
27422,"fixed","untimed",2,4,3,1,2,1411,993,1255,986,5,5,5
27422,"fixed","untimed",3,4,3,1,2,2265,986,1064,1090,5,5,5
27422,"fixed","untimed",4,4,3,2,1,1022,1802,1343,1058,6,6,6
27422,"fixed","untimed",5,4,3,2,1,1127,938,1316,1661,6,6,6
27422,"fixed","untimed",6,4,3,1,2,971,1111,1116,1048,5,5,5
27422,"fixed","untimed",7,4,3,1,2,873,914,1270,961,5,5,5
27422,"fixed","untimed",8,4,3,1,2,833,867,877,1015,5,5,5
27422,"fixed","untimed",9,4,3,1,2,839,905,839,778,5,5,5
27422,"fixed","deadline",0,4,NA,NA,NA,1250,NA,NA,NA,4.5,3,6
27422,"fixed","deadline",1,4,3,NA,NA,747,885,NA,NA,5.5,5,6
27422,"fixed","deadline",2,2,3,1,NA,1062,1187,773,NA,2,2,2
27422,"fixed","deadline",3,4,3,1,2,1000,748,715,906,5,5,5
27422,"fixed","deadline",4,4,3,1,NA,809,632,790,NA,5,5,5
27422,"fixed","deadline",5,4,3,1,NA,1536,730,721,NA,5,5,5
27422,"fixed","deadline",6,4,3,1,NA,674,692,772,NA,5,5,5
27422,"fixed","deadline",7,1,2,3,4,1324,909,797,788,0,0,0
27422,"fixed","deadline",8,4,3,1,NA,661,606,690,NA,5,5,5
27422,"fixed","deadline",9,2,1,3,NA,2063,676,660,NA,1,1,1
27422,"fixed","deadline",10,1,3,2,NA,1649,724,933,NA,1,1,1
27422,"fixed","deadline",11,3,1,2,NA,1922,732,832,NA,2,2,2
27422,"fixed","deadline",12,4,3,1,NA,926,914,720,NA,5,5,5
27422,"fixed","deadline",13,2,1,3,4,493,573,693,697,1,1,1
27422,"fixed","deadline",14,2,1,3,4,1316,678,811,691,1,1,1
27422,"fixed","deadline",15,2,1,NA,NA,1137,3081,NA,NA,1.5,1,2
27422,"fixed","deadline",16,3,1,2,NA,2030,720,729,NA,2,2,2
27422,"fixed","deadline",17,2,1,3,NA,2250,542,585,NA,1,1,1
27422,"fixed","deadline",18,3,NA,NA,NA,956,NA,NA,NA,3.5,2,5
27422,"fixed","deadline",19,2,NA,NA,NA,6000,NA,NA,NA,2.5,1,4
27422,"fixed","deadline",20,NA,NA,NA,NA,NA,NA,NA,NA,3,0,6
27422,"fixed","deadline",21,2,1,3,4,978,716,678,847,1,1,1
27422,"fixed","deadline",22,2,3,1,4,975,844,564,753,2,2,2
27422,"fixed","deadline",23,4,3,NA,NA,1088,416,NA,NA,5.5,5,6
27422,"fixed","deadline",24,4,2,NA,NA,3968,793,NA,NA,4.5,4,5
27422,"fixed","deadline",25,2,1,NA,NA,1329,1173,NA,NA,1.5,1,2
27422,"fixed","deadline",26,1,3,2,4,1171,709,871,674,1,1,1
27422,"fixed","deadline",27,2,1,3,4,1895,690,612,706,1,1,1
27422,"fixed","deadline",28,2,1,3,NA,1386,703,677,NA,1,1,1
27422,"fixed","deadline",29,2,1,3,4,689,720,591,785,1,1,1
27469,"fixed","untimed",0,4,NA,NA,NA,3440,NA,NA,NA,4.5,3,6
27469,"fixed","untimed",1,4,NA,NA,NA,2073,NA,NA,NA,4.5,3,6
27469,"fixed","untimed",2,4,3,1,2,1840,4265,3815,4991,5,5,5
27469,"fixed","untimed",3,2,3,1,NA,13100,7233,5575,NA,2,2,2
27469,"fixed","untimed",4,NA,NA,NA,NA,NA,NA,NA,NA,3,0,6
27469,"fixed","untimed",5,3,4,2,NA,1534,3031,3422,NA,5,5,5
27469,"fixed","untimed",6,2,1,4,3,2898,2114,7577,2610,2,2,2
27469,"fixed","untimed",7,3,2,1,4,1701,2890,2193,1523,3,3,3
27469,"fixed","untimed",8,2,4,3,1,3649,2873,2505,8986,4,4,4
